1,70560, 124320
1,70112, 125216
1,70560, 124768
1,70560, 125216
1,70560, 125664
1,70560, 126112
1,70560, 126560
1,70112, 134176
1,70560, 134176
1,71456, 124320
1,71008, 124768
1,71008, 125216
1,71456, 124768
1,71456, 125216
1,71008, 125664
1,71008, 126112
1,71456, 125664
1,71456, 126112
1,71008, 126560
1,71008, 127008
1,71456, 126560
1,71456, 127008
1,71008, 127456
1,71456, 127456
1,71008, 133280
1,71456, 132832
1,71456, 133280
1,71008, 133728
1,71008, 134176
1,71904, 122976
1,71904, 123424
1,72352, 122976
1,72352, 123424
1,71904, 123872
1,71904, 124320
1,72352, 123872
1,72352, 124320
1,71904, 124768
1,71904, 125216
1,72352, 124768
1,72352, 125216
1,71904, 125664
1,71904, 126112
1,72352, 125664
1,71904, 126560
1,71904, 131936
1,71904, 132384
1,71904, 132832
1,72800, 122976
1,72800, 123424
1,72800, 123872
1,72800, 124320
1,72800, 124768
1,72800, 125216
0,1120, 128352
0,1120, 128800
0,1568, 128352
0,1568, 128800
0,1120, 130144
0,1120, 130592
0,1568, 130144
0,1568, 130592
0,1120, 131040
0,1120, 131488
0,1568, 131040
0,1568, 131488
0,2016, 127456
0,2016, 127904
0,2464, 127456
0,2464, 127904
0,2016, 129248
0,2016, 129696
0,2464, 129248
0,2464, 129696
0,2016, 130144
0,2016, 130592
0,2464, 130144
0,2464, 130592
0,2016, 131040
0,2016, 131488
0,2464, 131040
0,2464, 131488
0,2016, 131936
0,2016, 132384
0,2464, 131936
0,2464, 132384
0,2016, 132832
0,2016, 133280
0,2464, 132832
0,2464, 133280
0,2016, 133728
0,2016, 134176
0,2464, 133728
0,2464, 134176
0,2016, 134624
0,2016, 135072
0,2464, 134624
0,2464, 135072
0,2016, 135520
0,2016, 135968
0,2464, 135520
0,2464, 135968
0,2912, 124768
0,2912, 125216
0,3360, 124768
0,3360, 125216
0,2912, 126560
0,2912, 127008
0,3360, 126560
0,3360, 127008
0,2912, 128352
0,2912, 128800
0,3360, 128352
0,3360, 128800
0,2912, 129248
0,2912, 129696
0,3360, 129248
0,3360, 129696
0,2912, 130144
0,2912, 130592
0,3360, 130144
0,3360, 130592
0,2912, 131040
0,2912, 131488
0,3360, 131040
0,3360, 131488
0,2912, 131936
0,2912, 132384
0,3360, 131936
0,3360, 132384
0,2912, 132832
0,2912, 133280
0,3360, 132832
0,3360, 133280
0,2912, 133728
0,2912, 134176
0,3360, 133728
0,3360, 134176
0,2912, 134624
0,2912, 135072
0,3360, 134624
0,3360, 135072
0,2912, 135520
0,2912, 135968
0,3360, 135520
0,3360, 135968
0,2912, 137312
0,2912, 137760
0,3360, 137312
0,3360, 137760
0,3808, 123872
0,3808, 124320
0,4256, 123872
0,4256, 124320
0,3808, 127456
0,3808, 127904
0,4256, 127456
0,4256, 127904
0,3808, 128352
0,3808, 128800
0,4256, 128352
0,4256, 128800
0,3808, 129248
0,3808, 129696
0,4256, 129248
0,4256, 129696
0,3808, 130144
0,3808, 130592
0,4256, 130144
0,4256, 130592
0,3808, 131040
0,3808, 131488
0,4256, 131040
0,4256, 131488
0,3808, 131936
0,3808, 132384
0,4256, 131936
0,4256, 132384
0,3808, 132832
0,3808, 133280
0,4256, 132832
0,4256, 133280
0,3808, 133728
0,3808, 134176
0,4256, 133728
0,4256, 134176
0,3808, 134624
0,3808, 135072
0,4256, 134624
0,4256, 135072
0,3808, 135520
0,3808, 135968
0,4256, 135520
0,4256, 135968
0,4704, 122080
0,4704, 122528
0,5152, 122080
0,5152, 122528
0,4704, 122976
0,4704, 123424
0,5152, 122976
0,5152, 123424
0,4704, 126560
0,4704, 127008
0,5152, 126560
0,5152, 127008
0,4704, 127456
0,4704, 127904
0,5152, 127456
0,5152, 127904
0,4704, 128352
0,4704, 128800
0,5152, 128352
0,5152, 128800
0,4704, 129248
0,4704, 129696
0,5152, 129248
0,5152, 129696
0,4704, 130144
0,4704, 130592
0,5152, 130144
0,5152, 130592
0,4704, 131040
0,4704, 131488
0,5152, 131040
0,5152, 131488
0,4704, 131936
0,4704, 132384
0,5152, 131936
0,5152, 132384
0,4704, 132832
0,4704, 133280
0,5152, 132832
0,5152, 133280
0,4704, 133728
0,4704, 134176
0,5152, 133728
0,5152, 134176
0,4704, 134624
0,4704, 135072
0,5152, 134624
0,5152, 135072
0,4704, 135520
0,4704, 135968
0,5152, 135520
0,5152, 135968
0,4704, 136416
0,4704, 136864
0,5152, 136416
0,5152, 136864
0,4704, 140896
0,4704, 141344
0,5152, 140896
0,5152, 141344
0,5600, 126560
0,5600, 127008
0,6048, 126560
0,6048, 127008
0,5600, 127456
0,5600, 127904
0,6048, 127456
0,6048, 127904
0,5600, 128352
0,5600, 128800
0,6048, 128352
0,6048, 128800
0,5600, 129248
0,5600, 129696
0,6048, 129248
0,6048, 129696
0,5600, 130144
0,5600, 130592
0,6048, 130144
0,6048, 130592
0,5600, 131040
0,5600, 131488
0,6048, 131040
0,6048, 131488
0,5600, 131936
0,5600, 132384
0,6048, 131936
0,6048, 132384
0,5600, 132832
0,5600, 133280
0,6048, 132832
0,6048, 133280
0,5600, 133728
0,5600, 134176
0,6048, 133728
0,6048, 134176
0,5600, 134624
0,5600, 135072
0,6048, 134624
0,6048, 135072
0,5600, 135520
0,5600, 135968
0,6048, 135520
0,6048, 135968
0,5600, 136416
0,5600, 136864
0,6048, 136416
0,6048, 136864
0,6496, 122080
0,6496, 122528
0,6944, 122080
0,6944, 122528
0,6496, 122976
0,6496, 123424
0,6944, 122976
0,6944, 123424
0,6496, 125664
0,6496, 126112
0,6944, 125664
0,6944, 126112
0,6496, 126560
0,6496, 127008
0,6944, 126560
0,6944, 127008
0,6496, 127456
0,6496, 127904
0,6944, 127456
0,6944, 127904
0,6496, 128352
0,6496, 128800
0,6944, 128352
0,6944, 128800
0,6496, 129248
0,6496, 129696
0,6944, 129248
0,6944, 129696
0,6496, 130144
0,6496, 130592
0,6944, 130144
0,6944, 130592
0,6496, 131040
0,6496, 131488
0,6944, 131040
