0.0,0,0
0.998649,70112,124096
0.999094,70112,124320
0.998202,70336,123872
0.999703,70336,124096
0.999739,70336,124320
0.965472,70560,124320
0.997292,69888,124768
0.998379,69888,124992
0.999655,70112,124544
0.999637,70112,124768
0.999614,70112,124992
0.987325,70112,125216
0.999717,70336,124544
0.998739,70336,124768
0.999363,70336,124992
0.993637,70336,125216
0.994158,70560,124544
0.999559,70560,124768
0.999557,70560,124992
0.999497,70560,125216
0.99305,69888,125440
0.994452,69888,125664
0.999817,69888,126112
0.997978,70112,125440
0.998594,70112,125664
0.999932,70112,125888
0.999788,70112,126112
0.999337,70336,125440
0.998817,70336,125664
0.99992,70336,125888
0.999736,70336,126112
0.999854,70560,125440
0.999839,70560,125664
0.999628,70560,125888
0.998588,70560,126112
0.887883,70112,126336
0.99714,70336,126336
0.999919,70336,126560
0.999595,70560,126336
0.999964,70560,126560
0.999478,69888,133952
0.999861,69888,134176
0.999699,70112,133952
0.99988,70112,134176
0.999479,70336,133728
0.999972,70336,133952
0.521126,70336,134176
0.999822,70560,133504
0.998879,70560,133728
0.999994,70560,133952
0.995865,70560,134176
0.999768,70560,134400
0.993305,70784,124320
0.993842,71008,124320
0.994879,71232,123872
0.993188,71232,124096
0.996418,71232,124320
0.994554,71456,123872
0.996762,71456,124096
0.99841,71456,124320
0.993178,70784,124544
0.995945,70784,124768
0.996594,70784,124992
0.999636,70784,125216
0.997562,71008,124544
0.997124,71008,124768
0.999368,71008,124992
0.995691,71008,125216
0.999332,71232,124544
0.999478,71232,124768
0.999786,71232,124992
0.998475,71232,125216
0.998807,71456,124544
0.998753,71456,124768
0.999542,71456,124992
0.998393,71456,125216
0.999977,70784,125440
0.998071,70784,125664
0.991684,70784,125888
0.997757,70784,126112
0.994361,71008,125440
0.996571,71008,125664
0.996994,71008,125888
0.999581,71008,126112
0.998621,71232,125440
0.997409,71232,125664
0.999569,71232,125888
0.999459,71232,126112
0.997806,71456,125440
0.996867,71456,125664
0.997941,71456,125888
0.993168,71456,126112
0.999398,70784,126336
0.999713,70784,126560
0.984528,70784,127008
0.999143,71008,126336
0.999719,71008,126560
0.963504,71008,126784
0.991745,71008,127008
0.998226,71232,126336
0.996047,71232,126560
